cg00000734,CNBP
cg21283302,CUX1
cg21285926,CAMTA1
cg21286626,DAXX
cg21287883,NFATC2
cg21288345,SPEN
cg21288729,FOXO1
cg21290814,CRTC1
cg21291321,CUX1
cg21291356,PPP2R1A
cg21292905,EIF3E
cg21294655,ARID1A
cg21296037,NOTCH1
cg21299491,PRDM16
cg21307775,NOTCH2
cg21308020,RAP1GDS1
cg21309167,PDGFRA
cg21311834,FGFR3
cg21312695,ALK
cg21334449,KRAS
cg21338479,CUX1
cg21338857,PRDM16
cg21339170,TBL1XR1
cg21339581,FGFR3
cg21340845,LRP1B
cg21345510,SMAD3
cg21350498,DAXX
cg21353292,MYCN
cg21358438,RUNX1
cg21363050,PDGFRA
cg21363377,SND1
cg21366602,EPS15
cg21367866,FAT1
cg21371235,FAT1
cg21376831,STAT5B
cg21376908,MSI2
cg21379733,FOXP1
cg21381360,BTG1
cg21381511,SUFU
cg21382890,NFE2L2
cg21383687,PRDM16
cg21383810,WIF1
cg21384021,ASPSCR1
cg21384645,HOXD13
cg21388335,NF2
cg21393421,RPL22
cg21394778,PRDM16
cg21396956,MALT1
cg21399040,FAT1
cg21399685,WWTR1
cg21401095,PRDM16
cg21405109,MSH6
cg21412629,PRDM16
cg21413754,TRIM27
cg21416600,PAX7
cg21417204,SMAD4
cg21419585,FAM46C
cg21421984,TRRAP
cg21423741,FOXP1
cg21427213,LPP
cg21434327,FOXO3
cg21435190,GATA2
cg21436120,PBX1
cg21437208,ASPSCR1
cg21441590,RHOH
cg21443133,CAMTA1
cg21448513,PLAG1
cg21450318,MLLT1
cg21452188,LMNA
cg21454760,ARID1A
cg21458030,TCF3
cg21460402,LMO1
cg21461927,MYH9
cg21462428,CCND2
cg21463740,ERBB4
cg21463790,ETV1
cg21463799,TCF3
cg21468385,ARHGEF12
cg21473814,CRTC1
cg21474053,MTOR
cg21475097,PRDM16
cg21477262,ETNK1
cg21478222,ELK4
cg21484213,LRP1B
cg21484834,PTK6
cg21487363,FOXP1
cg21487950,TSHR
cg21494367,EPAS1
cg21496913,AKT1
cg21498125,ACSL3
cg21499869,ELL
cg21503701,CACNA1D
cg21505571,DDX5
cg21506509,MN1
cg21512817,ATIC
cg21515023,TERT
cg21515844,BCL11B
cg21516162,CARD11
cg21516384,RNF213
cg21519172,C2orf44
cg21521230,DAXX
cg21525020,ZNF331
cg21525092,CAMTA1
cg21526212,PTCH1
cg21534584,GNAS
cg21534623,JAK1
cg21535657,ETV6
cg21536815,FBXO11
cg21539842,DDR2
cg21541638,FHIT
cg21544236,STIL
cg21545313,MECOM
cg21547976,STK11
cg21550785,ALK
cg21552081,BCL11A
cg21553154,MYH9
cg21554501,RARA
cg21554670,GAS7
cg21555099,ZBTB16
cg21555346,MYO5A
cg21557407,PIK3CA
cg21561142,DEK
cg21567125,ATP1A1
cg21568286,TRIM27
cg21570130,NFE2L2
cg21571135,AFF1
cg21573047,FOXO1
cg21574349,MAP3K13
cg21575283,NRAS
cg21575667,TCF3
cg21578195,PTK6
cg21578987,ERG
cg21579828,ACVR2A
cg21581283,NCOR2
cg21583016,CAMTA1
cg21585162,FLI1
cg21586215,ETNK1
cg21591486,HLA-A
cg21593669,SLC34A2
cg21594297,POLE
cg21598294,DNMT3A
cg21602520,BCL2
cg21604357,PRDM16
cg21605452,TBL1XR1
cg21606696,BCL3
cg21608225,PDE4DIP
cg21608500,FGFR3
cg21608605,ESR1
cg21609526,PRDM16
cg21612170,TERT
cg21614107,TCF3
cg21614759,ESR1
cg21616821,DDX3X
cg21619224,EZR
cg21625881,GNAS
cg21626573,NCOR2
cg21629895,DNMT3A
cg21630044,CDK6
cg21631878,SETD2
cg21633208,SH2B3
cg21634602,APC
cg21637561,LASP1
cg21642054,CUX1
cg21644778,RNF43
cg21647114,CUX1
cg21648069,ERC1
cg21650086,LMO1
cg21651000,NCOA2
cg21654684,CREB3L2
cg21658153,TPM4
cg21662807,BCOR
cg21665294,MED12
cg21666217,TRIM33
cg21672843,PTPRT
cg21677633,SS18L1
cg21678445,ZNF521
cg21680979,MDM4
cg21681212,EGFR
cg21681320,PRDM16
cg21681962,ATM
cg21682432,PRDM16
cg21682826,HERPUD1
cg21684470,JAK2
cg21685750,STRN
cg21686944,PDE4DIP
cg21687216,AFF1
cg21687840,KCNJ5
cg21690489,CREB3L1
cg21692930,PRDM16
cg21693321,MED12
cg21694591,FAM46C
cg21696677,HOOK3
cg21700070,CNOT3
cg21708767,DNMT3A
cg21718276,JAK3
cg21723486,TP63
cg21735344,HSP90AA1
cg21736089,GNA11
cg21738108,TCF3
cg21739584,BCL6
cg21741223,TERT
cg21742931,CCND1
cg21745092,PREX2
cg21745184,CLTC
cg21746633,ALK
cg21746711,BAP1
cg21748418,ZNF331
cg21749312,JUN
cg21758133,FOXP1
cg21764050,NDRG1
cg21767902,MLF1
cg21769619,WT1
cg21769943,PIM1
cg21772773,CAMTA1
cg21773188,NDRG1
cg21777986,BCL2
cg21779805,LPP
cg21782511,FGFR3
cg21784272,FAT1
cg21784411,PRDM16
cg21786372,PRDM16
cg21788473,BCL9
cg21789941,PRDM16
cg21790971,FIP1L1
cg21792432,POT1
cg21793517,ARID1B
cg21793948,BCL2
cg21803052,MYC
cg21808055,FOXO4
cg21808635,EGFR
cg21809160,GNAS
cg21809942,SMAD2
cg21813101,RPL22
cg21813112,TRIM33
cg21813591,BCL9
cg21814667,RB1
cg21814995,TGFBR2
cg21815083,CCND1
cg21816743,CD79B
cg21821388,STAT5B
cg21822187,HMGA2
cg21822834,AKT1
cg21828197,ASPSCR1
cg21831937,TCF12
cg21832951,AFF1
cg21836418,PRDM16
cg21836903,FOXP1
cg21839106,MLF1
cg21842523,LMO1
cg21847118,COL1A1
cg21848084,PRDM16
cg21848088,PRDM16
cg21849393,FLT3
cg21850448,AFF1
cg21850691,SLC45A3
cg21851386,SMAD2
cg21853707,PBX1
cg21854184,NCOR2
cg21854332,PDE4DIP
cg21856670,PAX7
cg21859053,PPARG
cg21859434,CXCR4
cg21859862,CCND3
cg21860675,FOXP1
cg21867733,NCOR2
cg21875845,CARS
cg21880888,DDR2
cg21889537,ATRX
cg21889604,BCR
cg21893559,MAP2K2
cg21901928,EGFR
cg21909660,BTK
cg21910363,FOXP1
cg21911100,SH3GL1
cg21913630,SMO
cg21913681,TBX3
cg21914187,CDK6
cg21914290,PRRX1
cg21915672,BIRC3
cg21917866,RNF43
cg21923074,CAMTA1
cg21923959,POU2AF1
cg21923992,ETV5
cg21940313,ETV4
cg21941618,NUP98
cg21942218,CAMTA1
cg21942490,HOXA9
cg21946299,PPARG
cg21948169,TET1
cg21949697,CNOT3
cg21950208,PML
cg21950518,IL6ST
cg21950534,ESR1
cg21951070,ETV5
cg21956099,TERT
cg21956337,NTRK3
cg21959618,AFF3
cg21961270,PRDM16
cg21962835,PBX1
cg21963436,CDX2
cg21966410,AR
cg21968599,NRG1
cg21971807,GNAS
cg21972567,EBF1
cg21984711,BCL2
cg21987515,FBXW7
cg21988119,JAK3
cg21988461,AFF1
cg21988465,GNAS
cg21988972,AFF3
cg21995039,NF1
cg21997109,TRIM27
cg22000938,RNF213
cg22001211,XPO1
cg22001782,BCL9
cg22009660,PRDM16
cg22014112,TNFAIP3
cg22017015,LMNA
cg22018329,GNA11
cg22018815,ERBB2
cg22023257,TPM4
cg22023435,CBFA2T3
cg22026192,NCOR2
cg22029284,PRDM16
cg22031783,PRDM16
cg22032789,PDGFRB
cg22033823,MYO5A
cg22035498,ETV6
cg22035501,APC
cg22037687,NFATC2
cg22039234,AFF3
cg22040469,MYOD1
cg22041417,TPM4
cg22041446,MPL
cg22042328,ZRSR2
cg22042546,ARID1A
cg22049342,AFF3
cg22050792,AFF3
cg22055728,HOXA9
cg22068659,STK11
cg22071344,FBXO11
cg22073152,PTPRC
cg22073802,PTCH1
cg22076311,FOXP1
cg22076614,PRDM16
cg22077481,PAX7
cg22078572,KDSR
cg22078859,PPP6C
cg22090419,CACNA1D
cg22092126,AFF3
cg22097171,ARID1B
cg22104063,RAC1
cg22111003,ACSL3
cg22116492,MET
cg22122229,TERT
cg22122410,GATA2
cg22122862,PRDM16
cg22127730,CAMTA1
cg22130673,ZBTB16
cg22133177,KDM6A
cg22133495,CDK12
cg22138822,POLE
cg22139774,AFF3
cg22149355,MYO5A
cg22149471,MSI2
cg22152050,BCL2
cg22152279,TCF3
cg22153873,BCL11A
cg22157087,ESR1
cg22157239,PAX7
cg22160267,TPM4
cg22160300,TBL1XR1
cg22160448,TLX3
cg22160463,SPOP
cg22162422,AFF3
cg22166290,BCL11A
cg22168796,NCOR2
cg22170602,CDC73
cg22171145,SND1
cg22174623,RPL22
cg22175006,ACSL3
cg22179510,PTPRK
cg22180410,FAT1
cg22183016,CD74
cg22184990,ARHGAP26
cg22186263,CREB3L2
cg22186515,PRDM1
cg22187519,FLT4
cg22188058,SDC4
cg22188603,ARHGAP26
cg22191803,BCL7A
cg22193726,PTPN11
cg22194904,RNF213
cg22196191,FES
cg22196848,PRDM1
cg22197358,TCF3
cg22197434,BCL11A
cg22202558,CUX1
cg22210060,CHD4
cg22210403,CCND2
cg22212250,AFF4
cg22213752,MLLT6
cg22215728,FHIT
cg22221554,ELF4
cg22222592,MSN
cg22223602,CBL
cg22226775,PRDM16
cg22226984,RBM10
cg22233512,MSI2
cg22235466,TET2
cg22235727,CBFA2T3
cg22235873,FLI1
cg22238122,PBX1
cg22240650,STK11
cg22242279,SMARCA4
cg22242408,FBXO11
cg22243439,FAT1
cg22244768,MSI2
cg22250546,CEBPA
cg22253036,DDX6
cg22263405,SETBP1
cg22264616,WT1
cg22265294,NCOR2
cg22268467,SH3GL1
cg22269526,MSH2
cg22270364,TPM4
cg22271515,BRAF
cg22276271,ARHGEF12
cg22279519,NCOR2
cg22281363,TCEA1
cg22282131,SND1
cg22288637,CDK6
cg22289810,NF1
cg22292478,ETV4
cg22293261,ASPSCR1
cg22297177,ELL
cg22300957,PHOX2B
cg22304838,NCOA2
cg22305455,FSTL3
cg22305516,SH3GL1
cg22307414,ELK4
cg22311403,MLLT4
cg22311507,MYCN
cg22321985,CREBBP
cg22323778,SF3B1
cg22331096,MYC
cg22332233,TFE3
cg22333016,FIP1L1
cg22334059,RUNX1T1
cg22335155,ABL2
cg22336491,NCOR2
cg22340644,HIP1
cg22341256,PAX7
cg22344611,MYOD1
cg22348578,MSI2
cg22351880,MLLT1
cg22354918,RNF213
cg22355525,TRIM27
cg22357164,RNF213
cg22357390,ETV6
cg22360318,GAS7
cg22361413,PBX1
cg22361543,CAMTA1
cg22364869,CAMTA1
cg22364890,CARD11
cg22366933,CUX1
cg22370296,ZNF384
cg22371492,PRRX1
cg22371518,MET
cg22376465,CXCR4
cg22376822,ZBTB16
cg22384366,PIK3CA
cg22388607,PRDM16
cg22389615,PRDM16
cg22390023,MAML2
cg22392325,CAMTA1
cg22396409,EGFR
cg22396498,CRTC3
cg22396632,PRDM16
cg22397783,NFE2L2
cg22402853,SMARCD1
cg22405973,MAPK1
cg22407090,XPO1
cg22407822,GNAS
cg22414151,CBL
cg22419455,TRRAP
cg22424284,FAM46C
cg22427313,EGFR
cg22427477,NRAS
cg22430861,MSI2
cg22432367,ARID1B
cg22437020,ETV4
cg22437284,SRC
cg22440573,PRDM16
cg22443212,RNF213
cg22445742,BCL11A
cg22446709,IDH2
cg22451100,NFE2L2
cg22455694,HOXD11
cg22459236,LRIG3
cg22464182,ACVR2A
cg22466209,NCOR2
cg22466350,PTPRK
cg22466620,TNFAIP3
cg22467470,STK11
cg22472154,WHSC1
cg22475353,ZNF331
cg22479366,ETV1
cg22479947,CARS
cg22480993,LPP
cg22481253,HMGA1
cg22485938,ARHGAP26
cg22488486,EPAS1
cg22488583,CDK6
cg22488970,CAMTA1
cg22489759,ELL
cg22497460,NFATC2
cg22497969,PRDM16
cg22499719,BCL3
cg22500132,MUC1
cg22500428,CCND2
cg22501294,SMAD4
cg22501454,ZNF521
cg22506548,PRDM16
cg22510139,PRDM16
cg22511262,WT1
cg22514674,ERBB3
cg22517316,IKBKB
cg22517607,PPM1D
cg22518079,SETBP1
cg22519233,FGFR3
cg22522598,BRD4
cg22523050,CREB3L2
cg22526226,ARID2
cg22526696,TRRAP
cg22527280,MEN1
cg22528123,SMAD3
cg22530255,PRDM16
cg22531371,MUC1
cg22533480,FHIT
cg22533573,WT1
cg22536770,CRTC1
cg22539431,SND1
cg22541400,GAS7
cg22543648,GATA1
cg22546122,TPM4
cg22547404,MSH2
cg22547764,ETV5
cg22548088,MLLT1
cg22554796,KIF5B
cg22555262,CCND2
cg22556795,ASPSCR1
cg22561380,HOOK3
cg22562494,ETV4
cg22566058,NCOA4
cg22571926,MAP3K1
cg22573117,AFF3
cg22574586,TRIM27
cg22575681,GOPC
cg22580512,NCOR2
cg22586996,EBF1
cg22589511,SMAD3
cg22589728,FOXP1
cg22590032,FLT4
cg22592475,PIK3R1
cg22593533,OLIG2
cg22596049,GAS7
cg22597783,EPS15
cg22598885,WHSC1L1
cg22600043,RSPO2
cg22600312,HEY1
cg22605936,HIP1
cg22606681,TRIM24
cg22606873,PRDM16
cg22607339,MPL
cg22608265,PRDM16
cg22611259,NCOR2
cg22615510,PRDM16
cg22619412,FSTL3
cg22624697,CLTC
cg22625098,CALR
cg22626985,NRG1
cg22633036,FGFR2
cg22635491,TBX3
cg22637890,MAML2
cg22639787,GNAS
cg22644557,RUNX1T1
cg22648015,GNAS
cg22651812,NRG1
cg22652561,MAP2K4
cg22653976,MYOD1
cg22663240,ERBB3
cg22674798,PRDM16
cg22677180,TCF12
cg22678952,CCND2
cg22682213,BRCA2
cg22682953,PTPN11
cg22686716,TRIM33
cg22686881,TLX3
cg22687077,CANT1
cg22688399,FHIT
cg22688535,PRDM16
cg22688564,MLLT1
cg22691028,NCOR2
cg22693806,PRRX1
cg22698744,RUNX1
cg22700360,MSI2
cg22700848,NCOR2
cg22701488,SMAD3
cg22702056,NCOR2
cg22703975,DDX10
cg22705918,DNMT3A
cg22707207,PAX7
cg22708168,FAT1
cg22709192,HOXC11
cg22709601,SMAD3
cg22712408,PRDM16
cg22712955,PDE4DIP
cg22718071,MEN1
cg22718696,MTOR
cg22719037,SH2B3
cg22720392,PRDM16
cg22721311,SH3GL1
cg22726349,PRDM16
cg22729681,PBX1
cg22729726,PRDM16
cg22730007,MTOR
cg22730042,U2AF1
cg22730772,VHL
cg22730864,PRDM16
cg22731525,DNMT3A
cg22736323,PDGFRA
cg22739477,CREB1
cg22740835,DDR2
cg22741626,GNAS
cg22748443,ETV1
cg22749810,RNF213
cg22758697,NCOA4
cg22762615,FGFR2
cg22766818,RB1
cg22768358,ZBTB16
cg22770911,GATA3
cg22771999,MSN
cg22772639,CUX1
cg22773074,RET
cg22776369,DDX10
cg22778981,ERBB2
cg22779878,KEAP1
cg22780475,CBLC
cg22782492,VHL
cg22785136,ROS1
cg22787977,EZR
cg22791976,PAFAH1B2
cg22792735,AXIN2
cg22794775,TET2
cg22794990,CCND2
cg22795218,TCF7L2
cg22795463,LMNA
cg22795590,ERBB4
cg22796923,PRDM16
cg22797644,HMGA1
cg22797735,TBX3
cg22798400,FOXP1
cg22798925,GNAS
cg22800045,MAP3K1
cg22800631,TRRAP
cg22801561,MSI2
cg22801992,GATA2
cg22802296,PBX1
cg22804418,WHSC1
cg22806557,PIK3CA
cg22809682,AXIN2
cg22809726,COL1A1
cg22809780,TPM4
cg22810426,ATP2B3
cg22812275,EZR
cg22813019,NCOR2
cg22813097,ELL
cg22813699,NCOA2
cg22814740,FUBP1
cg22817650,CDC73
cg22820108,NCOR2
cg22820188,LMNA
cg22826141,SFRP4
cg22827465,GNA11
cg22828383,NCOR2
cg22828884,FOXP1
cg22829394,CLIP1
cg22830273,LRP1B
cg22830707,HOXC13
cg22832044,CDH1
cg22832103,ETV4
cg22839866,ESR1
cg22842085,TRIM27
cg22851557,PRDM16
cg22855021,TSHR
cg22856287,HMGA1
cg22857947,PRKACA
cg22858169,SMO
cg22860172,PRDM16
cg22861561,COL2A1
cg22862319,PRDM16
cg22863744,NCOR2
cg22865798,NRG1
cg22866426,RUNX1
cg22867837,FAT1
cg22869726,OLIG2
cg22870386,AKT1
cg22871253,EZR
cg22875984,MITF
cg22876402,FOXP1
cg22876739,TET1
cg22878148,PDGFRA
cg22878469,SDHA
cg22878627,MECOM
cg22879191,CUX1
cg22885052,SETD2
cg22885821,GNAS
cg22892607,GATA3
cg22894589,TCF3
cg22897141,MEN1
cg22898082,SMARCA4
cg22900372,TRIM27
cg22902089,CREB3L1
cg22904406,DAXX
cg22909085,ACSL3
cg22911422,FAT4
cg22915582,GATA2
cg22917237,ELL
cg22923827,CXCR4
cg22926931,MYOD1
cg22928999,FBXO11
cg22931738,GATA2
cg22935450,RARA
cg22935501,RNF213
cg22938837,AFF3
cg22939005,EGFR
cg22942846,FCGR2B
cg22943115,PDGFRB
cg22943607,SH3GL1
cg22944932,GOLGA5
cg22945413,JAK1
cg22949073,TP53
cg22949562,JAK3
cg22949575,ASPSCR1
cg22949832,PRDM16
cg22951229,HLA-A
cg22951727,SND1
cg22957651,MSN
cg22959512,KDM5C
cg22960501,IKBKB
cg22962282,NF2
cg22973042,AKT2
cg22975568,CD74
cg22976732,MN1
cg22977745,NCOR2
cg22978477,MAML2
cg22978620,GATA2
cg22982098,MSI2
cg22983786,TRIP11
cg22985929,MLLT1
cg22987383,EBF1
cg22988458,TRRAP
cg22989209,TERT
cg22989843,PAX3
cg22989995,CARD11
cg22991936,AKT1
cg22993498,PHF6
cg22994781,POU5F1
cg23005387,CCND2
cg23007535,SETD2
cg23009221,ESR1
cg23009327,TCF3
cg23009818,DNMT3A
cg23009962,ELL
cg23011419,AXIN2
cg23012185,ZNF331
cg23014759,BCL9
cg23015219,MYH9
cg23017915,WWTR1
cg23021268,CAMTA1
cg23021584,NCOR2
cg23022057,PRDM16
cg23024810,MDM4
cg23025459,PRDM16
cg23028772,DDR2
cg23031103,CBLC
cg23032032,FOXA1
cg23032965,RAF1
cg23034362,PRDM16
cg23035241,ARHGAP26
cg23042076,RET
cg23042138,SETD2
cg23042148,DNMT3A
cg23043205,PBX1
cg23044504,NFKB2
cg23047992,CUX1
cg23050300,PRDM16
cg23051926,CBLB
cg23053271,REL
cg23054032,GOPC
cg23057870,HEY1
cg23060272,LPP
cg23061725,CASP8
cg23064516,TRRAP
cg23065100,MLF1
cg23066879,BRAF
cg23067085,FOXP1
cg23069843,PRDM16
cg23074401,DDX10
cg23076591,MN1
cg23077344,WWTR1
cg23077820,PAX3
cg23079041,TRIM24
cg23080761,SH2B3
cg23082067,NF2
cg23082387,CAMTA1
cg23084309,MLLT1
cg23085167,PRDM16
cg23085343,NFATC2
cg23086843,PRDM16
cg23087130,ABI1
cg23087877,MLLT10
cg23090060,RNF213
cg23090446,DAXX
cg23092072,AFF1
cg23092538,BCL11A
cg23094728,MAP3K1
cg23095383,PTPRC
cg23096401,CREB3L2
cg23097277,PPFIBP1
cg23098062,LZTR1
cg23098693,FAM46C
cg23099349,HIST1H3B
cg23100370,RANBP2
cg23108709,FEV
cg23109261,MYH9
cg23110353,CAMTA1
cg23114311,TCL1A
cg23117699,SALL4
cg23118151,C2orf44
cg23118401,SRC
cg23118464,AFF3
cg23121096,FES
cg23128949,NCOR2
cg23132254,DEK
cg23132690,FLT4
cg23135546,ASPSCR1
cg23143233,GNAS
cg23146197,HMGA2
cg23151309,TRRAP
cg23151950,TBL1XR1
cg23152216,KRAS
cg23156245,ERBB4
cg23159236,GNAS
cg23160483,ASPSCR1
cg23162201,LMO1
cg23162967,CBLB
cg23163993,DNM2
cg23164459,CHD4
cg23164938,ESR1
cg23165623,ESR1
cg23165752,HSP90AB1
cg23169784,SFRP4
cg23172864,GOPC
cg23173466,MAX
cg23174662,HIF1A
cg23176436,DDX5
cg23176538,AKT1
cg23181899,LPP
cg23183906,TPM4
cg23185819,WHSC1
cg23187103,MYC
cg23191292,ARID1B
cg23192604,ARID2
cg23197191,MECOM
cg23197992,FGFR4
cg23198558,ARHGAP26
cg23199517,FOXP1
cg23201841,ELK4
cg23202887,BCL11B
cg23203302,MEN1
cg23204345,FOXO3
cg23207673,SFPQ
cg23209990,PDGFRA
cg23210478,EBF1
cg23210971,AFF1
cg23211158,TRIM27
cg23211257,TERT
cg23212364,XPO1
cg23212796,PRDM16
cg23216498,SPEN
cg23222057,FHIT
cg23222197,MEN1
cg23222435,ARID1B
cg23224752,NSD1
cg23225050,BCR
cg23225508,DDX5
cg23225637,CANT1
cg23227945,NFKB2
cg23228279,CAMTA1
cg23229110,DDR2
cg23232563,RSPO3
cg23234607,TSHR
cg23234756,FOXP1
cg23235334,CCND2
cg23235460,LPP
cg23238231,ZNF521
cg23239842,NCOA2
cg23239874,FLT4
cg23248910,FGFR2
cg23248995,SND1
cg23251296,CD79B
cg23253569,OLIG2
cg23256466,NFKB2
cg23256951,MUC1
cg23258188,PRDM16
cg23259813,ELL
cg23260026,FSTL3
cg23260255,LPP
cg23261443,CUX1
cg23265656,PRDM16
cg23268892,HSP90AA1
cg23269489,BCORL1
cg23269663,BCL3
cg23271556,FAT1
cg23271606,CDK6
cg23273418,PRDM16
cg23274561,LMNA
cg23276047,TCF7L2
cg23281307,CASP8
cg23281340,MLLT1
cg23282659,RUNX1
cg23286903,FGFR3
cg23287222,CAMTA1
cg23287547,MYO5A
cg23289024,HSP90AA1
cg23297812,FLT4
cg23300368,PREX2
cg23303505,HLA-A
cg23303685,ARID1B
cg23304886,HSP90AA1
cg23317857,TFEB
cg23323711,RPL22
cg23324086,BCL11B
cg23325384,ACSL3
cg23329581,RUNX1
cg23332193,RAF1
cg23333072,ERBB2
cg23334660,FAT1
cg23334804,DEK
cg23338380,CUX1
cg23338922,TRRAP
cg23340017,TLX1
cg23340514,ERG
cg23342691,PTK6
cg23344688,MLLT10
cg23345340,RAC1
cg23347987,BCL11B
cg23348743,EBF1
cg23350336,TET1
cg23352157,CARD11
cg23354735,LASP1
cg23356769,ELF4
cg23357198,PTPRT
cg23359810,NCOA4
cg23363911,PER1
cg23365490,PTPRK
cg23370536,KIT
cg23374992,CXCR4
cg23376470,NF1
cg23383189,NSD1
cg23383483,KCNJ5
cg23388097,TSC2
cg23393100,DNMT3A
cg23394916,RPL22
cg23395715,HOXC11
cg23397523,PML
cg23398318,BCL11B
cg23401436,HNRNPA2B1
cg23408987,RPL10
cg23410129,SRC
cg23413289,FAT1
cg23413567,FOXO1
cg23416197,BCL6
cg23416909,USP6
cg23417096,NDRG1
cg23418645,GPHN
cg23424766,HOXA13
cg23444251,FGFR2
cg23445003,CUX1
cg23445360,NCOA2
cg23445926,ASPSCR1
cg23446261,KTN1
cg23447996,SYK
cg23449780,JAK2
cg23450680,MALT1
cg23454289,CUX1
cg23457258,BCL11B
cg23460149,RPN1
cg23464217,RNF213
cg23465650,EBF1
cg23465749,ARID2
cg23467008,ESR1
cg23468128,REL
cg23474890,BCL7A
cg23475474,AXIN2
cg23478124,PICALM
cg23478284,PTPN13
cg23479730,BCL11B
cg23485307,TGFBR2
cg23488578,DICER1
cg23489273,HLA-A
cg23490555,FLT4
cg23493031,NKX2-1
cg23493553,LPP
cg23496314,BCOR
cg23496331,PDGFRB
cg23496597,GNAS
cg23496730,EZR
cg23497683,AFF3
cg23497707,APC
cg23498254,TERT
cg23507761,CANT1
cg23508333,RUNX1
cg23511909,RPN1
cg23514324,PPARG
cg23520930,GATA2
cg23533703,BCL10
cg23535362,C2orf44
cg23536830,CRTC3
cg23545458,POLE
cg23550060,NAB2
cg23550826,PDGFRA
cg23552913,BCORL1
cg23556108,BCL11A
cg23559053,LASP1
cg23559636,RAD21
cg23565428,RAD21
cg23565749,BIRC3
cg23567690,MSI2
cg23569120,DNMT3A
cg23569180,SFRP4
cg23569711,TRIM27
cg23569945,TCEA1
cg23574835,WHSC1
cg23576842,SETBP1
cg23580725,BCL11B
cg23586172,MSI2
cg23589045,EPS15
cg23594693,TFEB
cg23600314,FBXW7
cg23602092,TET1
cg23602489,CUX1
cg23603995,ARID1B
cg23606023,CBFA2T3
cg23606922,NFKB2
cg23609682,PRDM16
cg23611643,NCOR2
cg23613219,ERBB2
cg23613305,KDSR
cg23616309,TFEB
cg23618830,ARHGEF12
cg23627246,AFF3
cg23627475,ATIC
cg23628117,CDK6
cg23628297,BRCA2
cg23630593,CUX1
cg23631759,PRDM16
cg23632389,ASPSCR1
cg23633856,PRRX1
cg23635599,CBLC
cg23635789,SRC
cg23637494,FOXL2
cg23637605,NRG1
cg23643343,YWHAE
cg23643529,BRAF
cg23648923,NCOA1
cg23649784,LMNA
cg23651889,LPP
cg23654174,STIL
cg23655939,BCL6
cg23657377,HIP1
cg23658014,ETV5
cg23661013,HNF1A
cg23661824,CRTC1
cg23662671,POLE
cg23664186,FOXA1
cg23665568,BCL10
cg23667555,KRAS
cg23667572,SMARCA4
cg23670968,FUBP1
cg23672346,CCND3
cg23677229,GPHN
cg23678058,BCL11A
cg23680451,KLF6
cg23681311,MAPK1
cg23683046,KIF5B
cg23686352,RSPO2
cg23686983,CUX1
cg23687654,GATA3
cg23689722,PRDM16
cg23696248,BCL3
cg23696891,TNFAIP3
cg23697157,CREB3L2
cg23699933,BCL2
cg23700430,SRC
cg23701759,BCOR
cg23704023,BCL7A
cg23705119,ZNF384
cg23705979,CDK6
cg23706161,RANBP2
cg23707289,BCL2
cg23709117,FOXO3
cg23715700,TPM4
cg23718924,BCL11A
cg23720063,IKZF1
cg23721345,ARID1A
cg23722096,SND1
cg23723194,CAMTA1
cg23723775,NUP98
cg23725246,TRIM33
cg23727674,ACVR2A
cg23730387,RPL22
cg23730606,COL1A1
cg23731030,ERBB2
cg23731054,SFPQ
cg23731272,SMAD3
cg23731805,ERBB3
cg23737061,FHIT
cg23737407,BCOR
cg23738564,MLLT4
cg23738585,GAS7
cg23738647,PRDM16
cg23738760,ETV6
cg23738770,NFKB2
cg23747104,PRCC
cg23749448,NF1
cg23753457,CCND1
cg23756272,BCL2
cg23756442,TRIM27
cg23757825,EGFR
cg23758158,RET
cg23761264,PLCG1
cg23761332,CREB1
cg23764766,ERC1
cg23770265,CARD11
cg23770553,MSI2
cg23778363,PRDM1
cg23779220,NFKB2
cg23780580,TRIM27
cg23791813,MAFB
cg23797471,MYB
cg23798714,ASXL1
cg23803874,SPEN
cg23806715,H3F3B
cg23807009,MDM4
cg23817555,CASP8
cg23818062,CLIP1
cg23818246,ZNF521
cg23818827,PRDM16
cg23821340,PRDM16
cg23827991,TERT
cg23828851,ATR
cg23830205,FOXP1
cg23833461,GAS7
cg23835677,FGFR3
cg23837867,FEV
cg23840823,WHSC1
cg23849965,NCOA4
cg23851088,BCOR
cg23858565,CTCF
cg23866687,MAML2
cg23874145,CUX1
cg23876131,TRRAP
cg23876355,SPOP
cg23878260,NCOR2
cg23880533,NCOR2
cg23882545,CASP8
cg23884924,CRTC1
cg23885062,SMAD4
cg23886424,TRRAP
cg23889047,CAMTA1
cg23889338,DNAJB1
cg23892580,SMARCA4
cg23893906,ZNF384
cg23894320,TRIM33
cg23895340,HOXD11
cg23897913,MYOD1
cg23898128,MSH2
cg23899649,DICER1
cg23901852,FAT4
cg23903708,DNMT3A
cg23904247,HSP90AA1
cg23906224,BCOR
cg23906738,NKX2-1
cg23911097,CANT1
cg23911291,DAXX
cg23912098,MAML2
cg23912823,NAB2
cg23916167,PAX5
cg23921304,PICALM
cg23922289,LMNA
cg23922739,HOXC13
cg23924137,ARID1B
cg23927124,CD79B
cg23928512,ASPSCR1
cg23933216,PDE4DIP
cg23934598,BCORL1
cg23936294,FGFR2
cg23936585,PPM1D
cg23936609,BRD4
cg23936900,TOP1
cg23937295,CAMTA1
